,Desarrollador,sentiment_analysis
52534,Runic Games,2
52535,Runic Games,2
52536,Runic Games,2
52537,Runic Games,2
52538,Runic Games,2
52539,Runic Games,2
52540,Runic Games,2
52541,Runic Games,2
52542,Runic Games,0
52545,Runic Games,2
52546,Runic Games,2
52548,Runic Games,2
52549,Runic Games,2
52550,Runic Games,0
52553,Runic Games,2
52554,Runic Games,2
52555,Runic Games,2
52557,Runic Games,2
52559,Runic Games,2
52560,Runic Games,2
52561,Runic Games,2
52563,Runic Games,2
52564,Runic Games,2
52565,Runic Games,2
52567,Runic Games,2
52568,Runic Games,2
52569,Runic Games,2
52570,Runic Games,2
52571,Runic Games,2
52572,Runic Games,2
52573,Runic Games,2
52574,Runic Games,2
52575,Runic Games,2
52576,Runic Games,2
52577,Runic Games,2
52578,Runic Games,2
52579,Runic Games,2
52580,Runic Games,2
52581,Runic Games,2
52582,Runic Games,2
52583,Runic Games,2
52584,Runic Games,2
52585,Runic Games,2
52586,Runic Games,2
52587,Runic Games,0
52590,Runic Games,2
52591,Runic Games,2
52593,Runic Games,2
52594,Runic Games,2
52595,Runic Games,0
52598,Runic Games,2
52599,Runic Games,2
52600,Runic Games,2
52602,Runic Games,2
52604,Runic Games,2
52605,Runic Games,2
52606,Runic Games,2
52608,Runic Games,2
52609,Runic Games,2
52610,Runic Games,2
52612,Runic Games,2
52613,Runic Games,2
52614,Runic Games,2
52615,Runic Games,2
52616,Runic Games,2
52617,Runic Games,2
52618,Runic Games,2
52619,Runic Games,2
52620,Runic Games,2
52621,Runic Games,2
52622,Runic Games,2
52623,Runic Games,2
52624,Runic Games,2
52625,Runic Games,2
52626,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2
52627,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2
52628,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2
52629,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2
52630,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2
52631,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2
52633,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",0
52634,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2
52635,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2
52638,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2
52639,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2
52640,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2
52641,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2
52642,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",0
52643,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",0
52644,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2
52645,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2
52646,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2
52647,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",0
52648,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2
52649,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2
52651,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2
52652,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",0
52653,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",0
52655,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",0
52656,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2
52657,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2
52658,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",0
52659,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2
52660,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2
52661,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2
52662,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",0
52663,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2
52664,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2
52665,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",0
52666,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2
52667,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2
52668,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2
52669,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2
52670,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2
52671,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",0
52672,Subset Games,0
52673,Subset Games,2
52674,Subset Games,0
52675,Subset Games,2
52676,Subset Games,2
52677,Subset Games,2
52678,Subset Games,2
52679,Subset Games,2
52680,Subset Games,0
52681,Subset Games,2
52682,Subset Games,2
52683,Subset Games,2
52684,Subset Games,2
52685,Subset Games,2
52686,Subset Games,2
52687,Subset Games,2
52688,Subset Games,2
52689,Subset Games,2
52690,Subset Games,2
52691,Subset Games,2
52692,Subset Games,2
52694,Subset Games,2
52695,Subset Games,2
52696,Subset Games,2
52697,Subset Games,2
52698,Subset Games,2
52699,Subset Games,0
52700,Subset Games,0
52702,Subset Games,2
52703,Subset Games,2
52704,Subset Games,0
52705,Subset Games,2
52706,Subset Games,0
52707,Subset Games,2
52708,Subset Games,2
52709,Subset Games,0
52710,Subset Games,0
52711,Subset Games,2
52712,Subset Games,2
52713,Subset Games,0
52714,Subset Games,2
52715,Subset Games,2
52717,Subset Games,2
52719,Subset Games,2
52721,Subset Games,2
52722,Subset Games,2
52723,Subset Games,2
52724,Subset Games,2
52725,Subset Games,2
52726,Subset Games,2
52727,Subset Games,2
52728,Subset Games,2
52729,Subset Games,2
52730,Subset Games,2
52731,Subset Games,0
52732,Subset Games,2
52733,Subset Games,2
52734,Subset Games,0
52735,Subset Games,0
52736,Subset Games,2
52737,Subset Games,0
52738,Subset Games,2
52739,Subset Games,2
52740,Subset Games,2
52741,Subset Games,2
52742,Subset Games,2
52743,Subset Games,0
52744,Subset Games,2
52745,Subset Games,2
52746,Subset Games,2
52747,Subset Games,2
52748,Subset Games,2
52749,Subset Games,2
52750,Subset Games,2
52751,Subset Games,2
52752,Subset Games,2
52753,Subset Games,2
52754,Subset Games,2
52755,Subset Games,2
52757,Subset Games,2
52758,Subset Games,2
52759,Subset Games,2
52760,Subset Games,2
52761,Subset Games,2
52762,Subset Games,0
52763,Subset Games,0
52765,Subset Games,2
52766,Subset Games,2
52767,Subset Games,0
52768,Subset Games,2
52769,Subset Games,0
52770,Subset Games,2
52771,Subset Games,2
52772,Subset Games,0
52773,Subset Games,0
52774,Subset Games,2
52775,Subset Games,2
52776,Subset Games,0
52777,Subset Games,2
52778,Subset Games,2
52780,Subset Games,2
52782,Subset Games,2
52784,Subset Games,2
52785,Subset Games,2
52786,Subset Games,2
52787,Subset Games,2
52788,Subset Games,2
52789,Subset Games,2
52790,Subset Games,2
52791,Subset Games,2
52792,Subset Games,2
52793,Subset Games,2
52794,Subset Games,0
52795,Subset Games,2
52796,Subset Games,2
52797,Subset Games,0
52798,Subset Games,0
52799,Subset Games,2
52800,Subset Games,0
52801,Subset Games,2
52802,Subset Games,2
52803,Subset Games,2
52804,Subset Games,2
52805,Subset Games,2
52806,Subset Games,0
52807,Subset Games,2
52808,Subset Games,2
52809,Subset Games,2
52810,Subset Games,2
52811,Subset Games,2
52812,Subset Games,2
52813,Subset Games,2
52814,Subset Games,2
52815,Subset Games,2
52816,Subset Games,2
52817,Subset Games,2
52818,Subset Games,2
52820,Subset Games,2
52821,Subset Games,2
52822,Subset Games,2
52823,Subset Games,2
52824,Subset Games,2
52825,Subset Games,0
52826,Subset Games,0
52828,Subset Games,2
52829,Subset Games,2
52830,Subset Games,0
52831,Subset Games,2
52832,Subset Games,0
52833,Subset Games,2
52834,Subset Games,2
52835,Subset Games,0
52836,Subset Games,0
52837,Subset Games,2
52838,Subset Games,2
52839,Subset Games,0
52840,Subset Games,2
52841,Subset Games,2
52843,Subset Games,2
52845,Subset Games,2
52847,Subset Games,2
52848,Subset Games,2
52849,Subset Games,2
52850,Subset Games,2
52851,Subset Games,2
52852,Subset Games,2
52853,Subset Games,2
52854,Subset Games,2
52855,Subset Games,2
52856,Subset Games,2
52857,Subset Games,0
52858,Subset Games,2
52859,Subset Games,2
52860,Subset Games,0
52862,"Gearbox Software,Aspyr (Mac &amp; Linux)",0
52863,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52864,"Gearbox Software,Aspyr (Mac &amp; Linux)",0
52867,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52868,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52869,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52870,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52871,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52873,"Gearbox Software,Aspyr (Mac &amp; Linux)",0
52874,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52875,"Gearbox Software,Aspyr (Mac &amp; Linux)",0
52876,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52878,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52879,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52880,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52881,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52882,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52883,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52885,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52886,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52887,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52888,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52889,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52890,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52892,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52894,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52895,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52896,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52897,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52898,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52899,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52900,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52903,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52904,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52906,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52907,"Gearbox Software,Aspyr (Mac &amp; Linux)",0
52908,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52909,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52910,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52912,"Gearbox Software,Aspyr (Mac &amp; Linux)",0
52913,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52914,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52915,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52916,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52917,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52918,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52919,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52921,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52922,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52923,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52924,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52925,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52926,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52927,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52928,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52929,"Gearbox Software,Aspyr (Mac &amp; Linux)",0
52931,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52932,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52934,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52936,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52937,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52938,"Gearbox Software,Aspyr (Mac &amp; Linux)",0
52939,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52940,"Gearbox Software,Aspyr (Mac &amp; Linux)",0
52941,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52942,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52944,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52947,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52948,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52949,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52950,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52951,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52952,"Gearbox Software,Aspyr (Mac &amp; Linux)",0
52953,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52954,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52956,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52957,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52958,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52959,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52961,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52962,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52963,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52967,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52968,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52969,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52971,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52972,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52973,"Gearbox Software,Aspyr (Mac &amp; Linux)",0
52974,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52975,"Gearbox Software,Aspyr (Mac &amp; Linux)",0
52977,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52978,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52979,"Gearbox Software,Aspyr (Mac &amp; Linux)",0
52980,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52982,"Gearbox Software,Aspyr (Mac &amp; Linux)",0
52983,"Gearbox Software,Aspyr (Mac &amp; Linux)",0
52984,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52986,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52988,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52991,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52992,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52993,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52996,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52997,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52998,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
52999,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53000,"Gearbox Software,Aspyr (Mac &amp; Linux)",0
53001,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53002,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53003,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53004,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53005,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53006,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53007,"Gearbox Software,Aspyr (Mac &amp; Linux)",0
53008,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53009,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53010,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53013,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53014,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53015,"Gearbox Software,Aspyr (Mac &amp; Linux)",0
53016,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53017,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53019,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53021,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53023,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53024,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53026,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53027,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53029,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53031,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53033,"Gearbox Software,Aspyr (Mac &amp; Linux)",0
53034,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53036,"Gearbox Software,Aspyr (Mac &amp; Linux)",0
53038,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53039,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53040,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53041,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53043,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53044,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53045,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53046,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53048,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53050,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53053,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53054,"Gearbox Software,Aspyr (Mac &amp; Linux)",0
53055,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53056,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53057,"Gearbox Software,Aspyr (Mac &amp; Linux)",0
53059,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53060,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53062,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53064,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53066,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53067,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53068,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53070,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53071,"Gearbox Software,Aspyr (Mac &amp; Linux)",0
53072,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53073,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53074,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53075,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53077,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53078,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53079,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53080,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53081,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53083,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53084,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53086,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53087,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53088,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53089,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53090,"Gearbox Software,Aspyr (Mac &amp; Linux)",0
53091,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53092,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53093,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53094,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53095,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53096,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53097,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53098,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53099,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53101,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53102,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53103,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53104,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53105,"Gearbox Software,Aspyr (Mac &amp; Linux)",0
53106,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53107,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53108,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53109,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53111,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53112,"Gearbox Software,Aspyr (Mac &amp; Linux)",0
53113,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53114,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53115,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53116,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53117,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53118,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53119,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53120,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53121,"Gearbox Software,Aspyr (Mac &amp; Linux)",0
53123,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53124,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53125,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53126,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53127,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53128,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53131,"Gearbox Software,Aspyr (Mac &amp; Linux)",0
53132,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53134,"Gearbox Software,Aspyr (Mac &amp; Linux)",0
53135,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53136,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53137,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53138,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53140,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53142,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53143,"Gearbox Software,Aspyr (Mac &amp; Linux)",0
53144,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53145,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53146,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53147,"Gearbox Software,Aspyr (Mac &amp; Linux)",0
53149,"Gearbox Software,Aspyr (Mac &amp; Linux)",0
53150,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53153,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53156,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53158,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53159,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53161,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
53162,"Gearbox Software,Aspyr (Mac &amp; Linux)",2
